,subway,totalPrice,unitPrice,houseName,room_counts,area,direction,else1,else2,elevator,position,address
923,距离4号线玉双路站702米,120万,单价14391元/平米,祥和里118号  , 2室1厅 , 83.39平米 , 南 , 其他,,,中楼层(共7层)1995年建板楼  ,  猛追湾
924,无,89万,单价15214元/平米,四季康城  , 2室1厅 , 58.5平米 , 南 , 其他,,,中楼层(共33层)2013年建板塔结合  ,  龙泉驿城区
925,距离2号线中医大省医院站737米,132.5万,单价18319元/平米,成勘院  , 2室2厅 , 72.33平米 , 南 北 , 其他,,,低楼层(共5层)2000年建板楼  ,  草堂
926,无,182万,单价25310元/平米,华韵天府  , 3室2厅 , 71.91平米 , 西北 , 其他,,,高楼层(共39层)2013年建塔楼  ,  三圣乡
927,无,115万,单价15307元/平米,万景峰二期  , 3室2厅 , 75.13平米 , 东 , 其他,,,高楼层(共33层)2012年建塔楼  ,  高新西
928,无,130万,单价16565元/平米,竹韵天府  , 2室2厅 , 78.48平米 , 西南 , 其他 , 有电梯,,中楼层(共11层)2004年建板楼  ,  武侯立交
929,无,135万,单价20393元/平米,南湖逸家二期  , 3室2厅 , 66.2平米 , 北 , 精装,,,低楼层(共33层)2017年建板塔结合  ,  华府
930,距离3号线昭觉寺南路站793米,182万,单价20388元/平米,招商雍华府一期  , 2室1厅 , 89.27平米 , 南 , 其他,,,高楼层(共18层)2013年建板塔结合  ,  驷马桥
932,无,19.8万,单价6781元/平米,缤纷时代广场  , 1室0厅 , 29.2平米 , 东南 , 其他,,,高楼层(共25层)2012年建板塔结合  ,  新都城区
933,距离1号线世纪城站260米,95万,单价18200元/平米,天鹅湖北苑  , 1室0厅 , 52.2平米 , 西北 , 其他 , 有电梯,,高楼层(共31层)2007年建板塔结合  ,  新会展
934,无,250万,单价18833元/平米,杜鹃花园  , 4室2厅 , 132.75平米 , 北 , 精装 , 有电梯,,低楼层(共15层)2006年建板楼  ,  草金立交
935,距离1号线火车南站站703米,255万,单价28495元/平米,桐梓林欧城  , 3室2厅 , 89.49平米 , 北 , 简装,,,高楼层(共21层)2009年建塔楼  ,  桐梓林
936,无,230万,单价26782元/平米,望江橡树林一期  , 2室2厅 , 85.88平米 , 东 , 其他 , 有电梯,,高楼层(共33层)2009年建板塔结合  ,  三官堂
937,距离7号线花照壁站203米,138万,单价17927元/平米,和睦人家一二期  , 2室2厅 , 76.98平米 , 东南 , 简装,,,高楼层(共6层)2002年建板楼  ,  营门口
938,无,245万,单价15708元/平米,汉嘉国际  , 3室2厅 , 155.98平米 , 东 , 精装 , 无电梯,,低楼层(共4层)2018年建板塔结合  ,  新都城区
939,无,276万,单价21396元/平米,南湖国际社区  , 3室2厅 , 129平米 , 北 , 其他,,,高楼层(共34层)2010年建板楼  ,  南湖
940,距离3号线红牌楼站868米,165万,单价19247元/平米,月光琉域  , 2室1厅 , 85.73平米 , 西南 , 其他 , 有电梯,,低楼层(共17层)2010年建板塔结合  ,  双楠
941,距离1号线华西坝站473米,169万,单价23512元/平米,黉门公馆  , 2室1厅 , 71.88平米 , 南 , 其他,,,低楼层(共24层)2006年建板楼  ,  华西
942,无,180万,单价24760元/平米,双城  , 4室1厅 , 72.7平米 , 东南 , 其他,,,中楼层(共33层)2009年建板塔结合  ,  花牌坊
943,距离7号线武侯大道站1003米,142万,单价17068元/平米,汇景樱桃季  , 2室1厅 , 83.2平米 , 东南 , 其他,,,中楼层(共9层)2005年建板楼  ,  外双楠
944,距离7号线狮子山站1016米,215万,单价22601元/平米,沙河壹号二期  , 3室2厅 , 95.13平米 , 东南 , 精装 , 有电梯,,低楼层(共34层)2013年建塔楼  ,  沙河堡
945,无,169万,单价24143元/平米,澳龙名城  , 2室2厅 , 70平米 , 南 , 简装,,,低楼层(共18层)2009年建板塔结合  ,  攀成钢
946,无,141万,单价16045元/平米,和贵久居福  , 3室1厅 , 87.88平米 , 南 , 简装,,,高楼层(共18层)2008年建板塔结合  ,  航空港
947,无,160万,单价19785元/平米,现代城人民公园  , 2室1厅 , 80.87平米 , 南 , 其他,,,高楼层(共23层)2004年建板楼  ,  人民公园
948,距离3号线高升桥站1090米,166.7万,单价14993元/平米,顺和苑(双元街)  , 3室2厅 , 111.19平米 , 西 , 简装 , 无电梯,,低楼层(共7层)1997年建板塔结合  ,  双楠
949,距离4号线文化宫站635米,328万,单价24966元/平米,金沙顺苑  , 3室2厅 , 131.38平米 , 西北 , 其他 , 有电梯,,高楼层(共11层)2008年建板塔结合  ,  金沙
950,距离2号线一品天下站717米,108万,单价15453元/平米,益民苑  , 2室2厅 , 69.89平米 , 东南 , 其他 , 无电梯,,中楼层(共7层)1998年建板楼  ,  蜀汉路
951,距离7号线龙爪堰站1026米,235万,单价20038元/平米,嘉瑞苑一期  , 3室1厅 , 117.28平米 , 南 北 , 其他,,,中楼层(共6层)2004年建板楼  ,  外双楠
952,无,315万,单价21088元/平米,中粮香榭丽都  , 3室2厅 , 149.38平米 , 西南 东北 , 毛坯 , 有电梯,,低楼层(共12层)2012年建板楼  ,  丽都
953,无,138万,单价22694元/平米,东润风尚  , 2室1厅 , 60.81平米 , 东 , 精装 , 有电梯,,低楼层(共12层)2006年建塔楼  ,  静居寺
954,距离3号线红星桥站718米,176万,单价28637元/平米,大王钰城  , 2室2厅 , 61.46平米 , 东南 , 其他,,,低楼层(共28层)2012年建塔楼  ,  红星路
955,距离2号线成渝立交站938米,175万,单价20141元/平米,万科魅力之城四期  , 2室2厅 , 86.89平米 , 南 , 精装,,,高楼层(共32层)2009年建板塔结合  ,  成渝立交
956,距离3号线红牌楼站1090米,390万,单价26979元/平米,中粮香榭丽都  , 3室2厅 , 144.56平米 , 西北 , 毛坯,,,中楼层(共12层)2012年建板楼  ,  丽都
957,无,170万,单价19451元/平米,中华名园三期D区  , 2室1厅 , 87.4平米 , 东南 , 简装,,,中楼层(共16层)2012年建板楼  ,  武侯立交
958,无,150万,单价13226元/平米,诚品上院  , 3室2厅 , 113.42平米 , 西南 , 简装 , 有电梯,,高楼层(共18层)2008年建板楼  ,  草金立交
959,无,280万,单价24547元/平米,卓锦城五期  , 4室2厅 , 114.07平米 , 东南 , 精装 , 有电梯,,中楼层(共33层)2012年建塔楼  ,  卓锦城
960,无,268万,单价24903元/平米,大石西路20号  , 3室2厅 , 107.62平米 , 北 , 其他,,,中楼层(共7层)2000年建板楼  ,  浣花溪
961,距离3号线高升桥站717米,130万,单价17304元/平米,花样年华  , 2室1厅 , 75.13平米 , 西 , 其他 , 有电梯,,低楼层(共13层)2005年建板楼  ,  广福桥
963,无,135万,单价9807元/平米,大成天府景秀一三期  , 3室2厅 , 137.66平米 , 西南 , 其他 , 无电梯,,低楼层(共6层)2005年建板楼  ,  东升镇
964,无,120万,单价21614元/平米,鑫苑名家一期  , 2室1厅 , 55.52平米 , 东南 , 其他 , 有电梯,,高楼层(共34层)2011年建板塔结合  ,  卓锦城
965,距离7号线武侯大道站1129米,135万,单价13993元/平米,龙爪小区2号院  , 2室1厅 , 96.48平米 , 东 , 其他 , 无电梯,,中楼层(共7层)1999年建板楼  ,  外双楠
966,无,177万,单价21305元/平米,红墙巷62号  , 2室2厅 , 83.08平米 , 东 , 其他,,,低楼层(共7层)暂无数据  ,  八宝街
967,距离7号线九里堤站891米,125万,单价16338元/平米,天彩菁华  , 1室1厅 , 76.51平米 , 东南 , 其他 , 无电梯,,高楼层(共6层)2003年建板楼  ,  九里堤
968,无,165万,单价21904元/平米,水岸华庭  , 2室2厅 , 75.33平米 , 东 西 , 其他 , 有电梯,,低楼层(共28层)2009年建塔楼  ,  万象城
969,距离4号线涌泉站771米,190万,单价13789元/平米,西花汀  , 3室1厅 , 137.8平米 , 东北 , 其他,,,中楼层(共11层)2008年建板楼  ,  珠江新城
970,距离2号线羊犀立交站31米,260万,单价17549元/平米,金都花园  , 3室2厅 , 148.16平米 , 西南 , 其他 , 有电梯,,中楼层(共16层)2003年建板楼  ,  蜀汉路
971,距离1号线文殊院站760米,168万,单价26457元/平米,中铁瑞城锦隆时代  , 2室1厅 , 63.5平米 , 西南 , 其他,,,高楼层(共24层)2007年建板塔结合  ,  八宝街
972,无,122万,单价13852元/平米,中铁丽景书香  , 2室2厅 , 88.08平米 , 南 , 精装,,,低楼层(共29层)2016年建塔楼  ,  温江大学城
973,无,35万,单价7710元/平米,缤纷新天地  , 1室1厅 , 45.4平米 , 东南 , 其他 , 有电梯,,中楼层(共31层)2013年建塔楼  ,  新都城区
974,距离2号线中医大省医院站1065米,118万,单价15700元/平米,抚琴西南路4号  , 3室1厅 , 75.16平米 , 南 , 其他 , 无电梯,,高楼层(共7层)1998年建板楼  ,  石人小区
975,距离3号线衣冠庙站600米,200万,单价21243元/平米,瑞升丽苑  , 2室1厅 , 94.15平米 , 东 , 其他 , 无电梯,,中楼层(共7层)2004年建板楼  ,  芳草
976,无,105万,单价10547元/平米,鱼凫阳光  , 3室2厅 , 99.56平米 , 东南 , 其他 , 有电梯,,高楼层(共18层)2007年建板楼  ,  温江老城
977,无,160万,单价17664元/平米,旺府豪庭  , 3室2厅 , 90.58平米 , 南 , 简装,,,高楼层(共18层)2012年建塔楼  ,  新都城区
978,距离1号线高新站410米,365万,单价26081元/平米,时代晶科名苑  , 3室2厅 , 139.95平米 , 北 , 其他 , 有电梯,,中楼层(共23层)2013年建塔楼  ,  市一医院
979,无,180万,单价15811元/平米,龙门公寓  , 2室2厅 , 113.85平米 , 东南 , 其他,,,中楼层(共5层)2003年建板楼  ,  双楠
980,无,270万,单价21602元/平米,恒大名都  , 4室2厅 , 124.99平米 , 东 , 其他 , 有电梯,,高楼层(共32层)2012年建板楼  ,  海洋公园
981,无,128万,单价17888元/平米,建国巷1号  , 2室1厅 , 71.56平米 , 西北 , 其他,,,高楼层(共7层)1994年建板楼  ,  华西
982,无,128万,单价17031元/平米,合能四季城一期  , 3室2厅 , 75.16平米 , 东北 , 精装,,,低楼层(共29层)2013年建板楼  ,  犀浦
983,距离3号线李家沱站441米,218万,单价20664元/平米,汇融名城C区  , 3室2厅 , 105.5平米 , 东南 , 其他,,,低楼层(共18层)2007年建塔楼  ,  李家沱
984,无,88万,单价14009元/平米,宇众曼城  , 2室2厅 , 62.82平米 , 东南 , 其他,,,中楼层(共32层)2013年建板楼  ,  红光
985,距离1号线世纪城站254米,450万,单价22463元/平米,天鹅湖花园  , 3室2厅 , 200.33平米 , 西南 , 其他 , 有电梯,,中楼层(共32层)2008年建塔楼  ,  新会展
986,无,102万,单价13865元/平米,海骏达蜀都1号凯悦二期  , 2室2厅 , 73.57平米 , 西南 , 其他,,,中楼层(共30层)2013年建板楼  ,  郫县城区
987,距离2号线百草路站1151米,212万,单价18728元/平米,西江月  , 3室2厅 , 113.2平米 , 东北 , 其他,,,低楼层(共17层)2013年建板楼  ,  成外
988,无,238万,单价19342元/平米,河畔华苑一期  , 3室2厅 , 123.05平米 , 南 北 , 其他 , 无电梯,,中楼层(共6层)板楼  ,  SM广场
989,无,170万,单价23014元/平米,金沙十年  , 2室2厅 , 73.87平米 , 西南 , 精装,,,低楼层(共27层)2012年建板楼  ,  外金沙
990,无,172万,单价17638元/平米,东立国际花城  , 3室2厅 , 97.52平米 , 南 , 其他,,,低楼层(共13层)2015年建塔楼  ,  蛟龙港
991,距离3号线昭觉寺南路站460米,150万,单价19782元/平米,华宇阳光四季  , 2室2厅 , 75.83平米 , 西北 , 简装,,,高楼层(共17层)2010年建板塔结合  ,  驷马桥
992,无,142万,单价13907元/平米,香榭里公交苑  , 3室2厅 , 102.11平米 , 东南 , 其他,,,高楼层(共7层)2008年建板楼  ,  花照壁
994,无,120万,单价27517元/平米,鑫城立方生活  , 1室1厅 , 43.61平米 , 东南 , 其他,,,高楼层(共9层)2005年建板楼  ,  八宝街
995,距离4号线涌泉站827米,165万,单价13029元/平米,大华水映岛  , 3室2厅 , 126.65平米 , 东 西 , 毛坯,,,高楼层(共11层)2009年建板塔结合  ,  光华大道沿线
996,无,120万,单价13709元/平米,上东花园1组团  , 3室2厅 , 87.54平米 , 东南 , 毛坯,,,高楼层(共6层)2003年建板楼  ,  琉璃场
997,无,145万,单价19558元/平米,绿地世纪城  , 2室1厅 , 74.14平米 , 南 , 其他 , 有电梯,,中楼层(共18层)2016年建塔楼  ,  驷马桥
998,无,249万,单价24920元/平米,川大竹林村  , 3室2厅 , 99.92平米 , 南 , 简装 , 无电梯,,高楼层(共7层)2000年建板塔结合  ,  川大
999,无,220万,单价13982元/平米,雅居乐花园  , 4室2厅 , 157.35平米 , 南 , 毛坯 , 有电梯,,高楼层(共11层)2008年建板楼  ,  雅居乐
1000,距离1号线文殊院站1143米,200万,单价21322元/平米,盛世年华  , 3室2厅 , 93.8平米 , 东南 , 其他 , 有电梯,,低楼层(共17层)2006年建塔楼  ,  草市街
1001,无,156万,单价15146元/平米,保利城一期  , 3室2厅 , 103平米 , 南 , 简装,,,低楼层(共19层)2014年建板塔结合  ,  大丰
1002,无,205万,单价16856元/平米,南湖国际社区  , 3室2厅 , 121.62平米 , 西北 , 其他,,,高楼层(共34层)2010年建板楼  ,  南湖
1003,距离4号线凤溪河站940米,200万,单价13802元/平米,恒大城三期  , 3室1厅 , 144.91平米 , 西北 , 其他,,,高楼层(共30层)2013年建板塔结合  ,  温江新城
1004,无,215万,单价27319元/平米,世豪瑞丽  , 2室2厅 , 78.7平米 , 西 , 精装 , 有电梯,,高楼层(共32层)2013年建板塔结合  ,  大源
1005,距离3号线红牌楼站457米,160万,单价19261元/平米,优地B区  , 2室1厅 , 83.07平米 , 南 , 其他 , 有电梯,,低楼层(共17层)2007年建板楼  ,  丽都
1006,距离1号线倪家桥站1181米,168万,单价13811元/平米,玉林苑二期  , 3室2厅 , 121.65平米 , 南 , 简装 , 无电梯,,高楼层(共7层)1998年建板楼  ,  芳草
1007,距离4号线凤凰大街站968米,190万,单价16226元/平米,彩叠园1A期  , 3室2厅 , 117.1平米 , 南 , 其他 , 有电梯,,中楼层(共18层)2013年建板塔结合  ,  光华大道沿线
1008,无,260万,单价24097元/平米,维港  , 3室2厅 , 107.9平米 , 东南 , 其他,,,低楼层(共18层)2011年建板楼  ,  丽都
1009,距离3号线驷马桥站381米,180万,单价22059元/平米,水畔经典  , 2室2厅 , 81.6平米 , 南 , 其他 , 有电梯,,中楼层(共21层)2009年建塔楼  ,  李家沱
1010,距离3号线红星桥站529米,180万,单价18972元/平米,锦江岸  , 2室1厅 , 94.88平米 , 南 , 简装,,,低楼层(共23层)2008年建板楼  ,  马鞍路
1011,无,223万,单价19350元/平米,楠香山  , 3室2厅 , 115.25平米 , 东南 , 其他,,,高楼层(共27层)2012年建塔楼  ,  中和
1012,无,41.5万,单价6342元/平米,西大街183号  , 2室1厅 , 65.44平米 , 西北 , 其他,,,低楼层(共7层)暂无数据  ,  郫县城区
1013,距离3号线红牌楼站1193米,108万,单价14775元/平米,兰园  , 3室1厅 , 73.1平米 , 东南 , 简装 , 无电梯,,高楼层(共7层)1999年建板楼  ,  双楠
1014,距离1号线四河站281米,159万,单价19405元/平米,远光水印城  , 2室1厅 , 81.94平米 , 西南 , 其他,,,低楼层(共33层)2009年建板楼  ,  四河
1015,无,298万,单价20066元/平米,清波苑一期  , 3室2厅 , 148.51平米 , 南 , 其他,,,低楼层(共11层)2007年建板塔结合  ,  外金沙
1016,无,205万,单价15886元/平米,保利公园198玫瑰郡  , 3室2厅 , 129.05平米 , 东南 , 毛坯 , 有电梯,,高楼层(共11层)2010年建板楼  ,  保利公园
1017,无,173万,单价14107元/平米,温哥华花园  , 3室2厅 , 122.64平米 , 东 , 其他 , 有电梯,,高楼层(共9层)2006年建板楼  ,  航空港
1018,距离4号线中坝站689米,153万,单价19871元/平米,光华碧邻  , 2室2厅 , 77平米 , 南 , 其他,,,高楼层(共21层)2013年建板楼  ,  外光华
1019,无,85万,单价12180元/平米,爱立方  , 2室2厅 , 69.79平米 , 东北 , 其他,,,中楼层(共18层)2012年建塔楼  ,  新都城区
1020,距离4号线凤溪河站940米,131万,单价14703元/平米,恒大城三期  , 3室1厅 , 89.1平米 , 东南 , 其他,,,中楼层(共30层)2013年建板塔结合  ,  温江新城
1021,无,90万,单价10305元/平米,红湖公园城  , 2室2厅 , 87.34平米 , 东 , 其他 , 有电梯,,低楼层(共26层)2013年建板楼  ,  大丰
1022,距离2号线白果林站555米,120万,单价15502元/平米,安居苑  , 3室1厅 , 77.41平米 , 东南 , 其他 , 无电梯,,低楼层(共7层)1998年建板楼  ,  石人小区
1023,无,290万,单价18971元/平米,南湖国际社区  , 3室2厅 , 152.87平米 , 东 西 , 其他 , 有电梯,,低楼层(共34层)2010年建板楼  ,  南湖
1025,距离3号线动物园站1091米,125万,单价18459元/平米,金科一城  , 2室1厅 , 67.72平米 , 北 , 其他,,,低楼层(共20层)2012年建塔楼  ,  动物园
1026,无,98万,单价18945元/平米,华润橡树湾A区  , 2室2厅 , 51.73平米 , 东南 , 其他,,,低楼层(共34层)2013年建板塔结合  ,  橡树湾
1027,无,115万,单价15307元/平米,万景峰二期  , 3室2厅 , 75.13平米 , 东 , 其他,,,高楼层(共33层)2012年建塔楼  ,  高新西
1028,无,109万,单价12650元/平米,交大卡布里城  , 3室2厅 , 86.17平米 , 西南 , 其他 , 有电梯,,中楼层(共25层)2009年建板楼  ,  犀浦
1029,无,125万,单价13407元/平米,海骏达蜀都1号一期北区  , 3室2厅 , 93.24平米 , 东南 , 其他,,,高楼层(共25层)2013年建塔楼  ,  郫县城区
1030,距离2号线连山坡站1194米,140万,单价15940元/平米,中国铁建国际城  , 3室2厅 , 87.83平米 , 北 , 毛坯 , 有电梯,,中楼层(共34层)2015年建塔楼  ,  大面
1031,距离4号线文化宫站481米,142万,单价17531元/平米,光华馨地  , 2室2厅 , 81平米 , 北 , 其他,,,高楼层(共11层)2006年建塔楼  ,  西南财大
